Obstacle-20x20-A13_T3-063.map,10.81543181091547,793023,1544484,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-020.map,25.490402553230524,653112,1260594,17,CurrentSolver.SSP
Obstacle-20x20-A13_T3-009.map,6.9654102595523,519963,1011375,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-144.map,9.504620045423508,695799,1352316,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-106.map,7.1567578334361315,505086,980235,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-023.map,9.95944419130683,596037,1158618,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-007.map,35.67790038138628,1464018,2855760,8,CurrentSolver.SSP
Obstacle-20x20-A13_T3-173.map,25.972012758255005,1040608,2024260,8,CurrentSolver.SSP
Obstacle-20x20-A13_T3-136.map,13.479357553645968,615918,1188432,9,CurrentSolver.SSP
Obstacle-20x20-A13_T3-197.map,8.878741579130292,690606,1347291,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-170.map,19.080536554567516,1056279,2053230,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-012.map,23.344372555613518,689256,1338120,19,CurrentSolver.SSP
Obstacle-20x20-A13_T3-034.map,16.818510433658957,703995,1368525,12,CurrentSolver.SSP
Obstacle-20x20-A13_T3-089.map,15.77296944335103,1098533,2132114,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-150.map,6.2891720132902265,565411,1100260,0,CurrentSolver.SSP
Obstacle-20x20-A13_T3-036.map,32.69410189241171,1027404,2001966,14,CurrentSolver.SSP
Obstacle-20x20-A13_T3-031.map,63.60381829272956,1310133,2548896,21,CurrentSolver.SSP
Obstacle-20x20-A13_T3-133.map,10.67021413333714,834393,1625166,2,CurrentSolver.SSP
Obstacle-20x20-A13_T3-152.map,12.901271187700331,866190,1682796,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-121.map,15.767622104845941,1026027,1994868,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-177.map,13.780300360172987,548760,1066800,16,CurrentSolver.SSP
Obstacle-20x20-A13_T3-128.map,23.188332167454064,1321107,2564673,5,CurrentSolver.SSP
Obstacle-20x20-A13_T3-196.map,11.949868900701404,699090,1357533,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-032.map,14.884457290172577,995017,1937053,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-072.map,8.47055883333087,672624,1306887,0,CurrentSolver.SSP
Obstacle-20x20-A13_T3-077.map,21.637930929660797,1166994,2278560,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-057.map,8.179223840124905,1541171,3007127,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-048.map,5.933896755799651,502929,976905,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-113.map,31.51161608658731,1609830,3130875,7,CurrentSolver.SSP
Obstacle-20x20-A13_T3-071.map,13.419824932701886,842554,1635436,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-156.map,17.717197600752115,1092171,2121384,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-103.map,13.695934163406491,782761,1520758,4,CurrentSolver.SSP
Obstacle-20x20-A13_T3-104.map,11.128625029698014,691992,1345050,3,CurrentSolver.SSP
Obstacle-20x20-A13_T3-165.map,8.968694837763906,680298,1326618,1,CurrentSolver.SSP
Obstacle-20x20-A13_T3-044.map,22.1084760800004,1074570,2087400,7,CurrentSolver.SSP
Obstacle-20x20-A13_T3-145.map,21.312153996899724,1072172,2092856,7,CurrentSolver.SSP
